Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
130	10885.38	386.17932	11363.892	9944.028	8630.236	4024.9185	12247.266	2072.7295	1000.0	1000.0	1299999	1237.5087	145.28659	1371.6802	-113.36511	-1239.2294	56.37475	9880.534684419632
131	10935.672	391.11862	11382.316	9948.6	11407.261	191.62004	11678.158	11120.602	1000.0	1000.0	1309999	1238.3103	144.48404	1366.3143	-73.280365	-1239.9974	54.983395	9955.287397623062
132	10153.699	2432.1707	11433.085	2964.8281	10254.082	2824.6177	11887.424	4016.7705	1000.0	1000.0	1319999	1238.4613	144.63751	1362.8693	-86.505165	-1240.1497	52.786987	10030.017441034317
133	10967.216	348.90546	11488.534	10266.082	10797.494	2779.3086	12015.282	2479.4663	1000.0	1000.0	1329999	1238.838	145.86427	1367.3666	-59.051937	-1240.4838	55.69845	10105.088767766953
134	9858.439	2685.142	11679.165	4390.0713	10100.636	1124.5524	11004.114	6902.1357	1000.0	1000.0	1339999	1239.0989	147.31836	1370.8527	-9.312091	-1240.7496	54.436375	10179.792343616486
135	10764.404	653.3015	11563.597	9643.977	11662.573	604.1202	12108.237	9901.66	1000.0	1000.0	1349999	1238.5355	149.4655	1370.9801	-11.601759	-1240.1732	51.713627	10254.587895393372
136	10107.354	2384.761	11462.763	4079.854	11889.634	157.53621	12119.669	11635.128	1000.0	1000.0	1359999	1239.0146	148.52603	1368.2542	-67.28568	-1240.67	53.127926	10329.891084194183
137	11118.449	231.58597	11335.901	10538.186	11620.603	338.43805	11932.6045	10668.022	1000.0	1000.0	1369999	1239.2014	153.49559	1368.8049	-48.54239	-1240.8065	51.24473	10404.58748292923
138	10979.324	457.48822	11624.022	10232.071	10123.905	3250.2305	12061.614	860.98395	1000.0	1000.0	1379999	1238.9906	154.86435	1369.9551	-166.9281	-1240.6167	51.316	10479.417250156403
139	11298.935	379.16953	11766.175	10323.118	11547.642	700.9969	12163.459	9517.644	1000.0	1000.0	1389999	1241.1781	156.42949	1368.4502	-208.61456	-1242.7795	52.91329	10554.031329870224
140	11052.611	260.07373	11407.251	10692.668	11903.756	186.37222	12165.747	11594.2705	1000.0	1000.0	1399999	1242.0427	163.96204	1372.4044	-565.1016	-1243.6106	51.58076	10637.407224655151
141	11322.04	231.00922	11571.317	10909.606	11882.436	155.38846	12207.125	11690.482	1000.0	1000.0	1409999	1244.1272	164.58543	1375.1324	-477.30594	-1245.7513	53.367012	10713.654923915863
142	10108.967	2584.5286	11668.566	2460.976	9408.498	3647.0857	11674.276	1367.8762	1000.0	1000.0	1419999	1247.172	162.73973	1378.3948	-493.45343	-1248.7852	54.85447	10791.81491947174
143	10885.111	441.96378	11598.694	10211.178	10566.45	2897.3906	12217.773	2083.3992	1000.0	1000.0	1429999	1246.5223	163.36156	1372.8949	-291.3051	-1248.0813	53.361675	10874.347856760025
144	11066.33	342.9695	11642.186	10316.596	11886.26	174.26338	12118.224	11585.217	1000.0	1000.0	1439999	1245.1256	163.18843	1374.049	-162.45618	-1246.6376	51.67211	10954.243811130524
145	11237.281	446.43076	11741.677	10060.763	11785.76	1050.0242	12332.491	8652.605	1000.0	1000.0	1449999	1244.2664	163.25743	1375.5281	-184.37639	-1245.779	52.319088	11045.757865667343
146	11268.917	378.1165	11735.647	10653.507	10831.503	2799.565	12111.648	2479.1487	1000.0	1000.0	1459999	1244.8265	164.71458	1374.43	-212.68413	-1246.3649	52.753925	11133.57262301445
147	11165.721	210.33762	11449.067	10835.341	11459.467	508.23795	12052.638	10304.822	1000.0	1000.0	1469999	1246.5593	164.75696	1379.6141	-217.12013	-1248.0366	53.663376	11218.214092254639
148	9178.793	3835.5127	11501.334	1350.3557	11106.843	1662.9259	11937.182	6144.5786	1000.0	1000.0	1479999	1245.0039	170.75894	1376.8632	-243.01608	-1246.5107	54.135426	11301.596005916595
149	10567.533	1967.57	11482.029	4690.164	11126.385	1872.2975	12202.079	5588.0073	1000.0	1000.0	1489999	1245.0244	172.03502	1377.0706	-226.18742	-1246.5012	56.90035	11394.582962274551
150	10814.526	1278.8119	11749.537	7109.081	11816.669	306.90125	12255.287	11112.947	1000.0	1000.0	1499999	1246.0436	175.02467	1381.0211	-204.19836	-1247.5491	59.19127	11474.074516773224
151	10383.786	2748.4568	11625.33	2164.177	11767.954	205.4767	12173.203	11469.939	1000.0	1000.0	1509999	1247.0374	176.63531	1379.7369	-233.252	-1248.5022	60.074524	11563.18072795868
152	11228.178	290.9219	11693.036	10796.723	11494.054	132.06801	11715.111	11177.466	1000.0	1000.0	1519999	1246.813	179.4605	1380.2988	-238.9108	-1248.2865	54.837727	11651.450319051743
153	11148.076	154.30109	11401.432	10765.775	10827.541	1532.4865	11626.079	6276.9414	1000.0	1000.0	1529999	1247.9331	178.26175	1377.6412	-232.14856	-1249.3872	59.615494	11740.15248131752
154	10472.727	2350.0583	11789.7705	3531.673	10343.211	2787.0525	11902.937	4259.723	1000.0	1000.0	1539999	1247.1327	180.0631	1376.9904	-197.02087	-1248.5621	54.272114	11833.594010353088
155	10269.106	2672.9556	11496.736	2294.7231	12027.36	162.53958	12212.624	11687.213	1000.0	1000.0	1549999	1246.4995	180.4176	1376.1401	-172.79538	-1247.9142	56.833836	11916.411000967026
156	11214.048	456.89304	11665.83	10049.441	11989.287	173.79315	12218.5	11597.95	1000.0	1000.0	1559999	1247.4591	180.38354	1382.6696	-128.63022	-1248.9222	60.969364	11994.669613599777
157	11379.535	319.34048	11652.2705	10793.988	11553.491	185.23679	11790.43	11179.158	1000.0	1000.0	1569999	1249.6443	182.19511	1381.5375	-178.11725	-1251.0553	59.668118	12073.323645114899
158	10969.717	241.4749	11405.194	10521.212	10619.39	3029.2246	11959.079	1560.7219	1000.0	1000.0	1579999	1249.5742	182.86708	1380.3217	-177.77203	-1250.9696	64.639084	12154.161710500717
159	10228.882	2486.7742	11618.498	2987.183	9162.543	3842.3794	12047.139	1574.5487	1000.0	1000.0	1589999	1249.868	183.75401	1380.4764	-117.85972	-1251.3019	64.40284	12234.527526855469
160	9434.745	3215.8699	11727.125	1709.0796	11797.261	177.96796	12150.342	11514.111	1000.0	1000.0	1599999	1249.2086	188.61026	1380.9568	-457.28592	-1250.58	62.959892	12315.685821771622
161	11111.296	224.52432	11390.604	10787.938	11059.953	1481.7015	11987.523	7140.9346	1000.0	1000.0	1609999	1249.1627	191.14326	1387.9095	-441.67795	-1250.5436	65.231895	12398.620232582092
162	9862.582	2899.5688	11463.407	1314.7344	11989.906	255.33347	12315.753	11546.811	1000.0	1000.0	1619999	1249.9352	192.73325	1381.2524	-339.58173	-1251.376	59.09093	12479.926742553711
163	11279.453	333.75958	11746.538	10832.285	11222.6455	1856.5055	12305.145	5718.196	1000.0	1000.0	1629999	1250.5593	192.86069	1383.1405	-285.2529	-1251.9468	58.993305	12566.201439619064
164	11141.4375	401.08755	11825.381	10401.297	11862.876	193.99844	12163.209	11562.949	1000.0	1000.0	1639999	1249.9989	194.44061	1383.2715	-247.02307	-1251.3557	59.9114	12649.430543422699
165	10939.338	558.5853	11558.348	9699.976	11728.171	596.88245	12247.582	10014.22	1000.0	1000.0	1649999	1249.9408	194.96072	1384.302	-581.53735	-1251.2858	63.028225	12750.476901054382
166	11102.667	539.62305	11462.833	9617.916	11976.697	170.48915	12167.044	11697.545	1000.0	1000.0	1659999	1250.1721	194.36458	1383.4253	-199.35553	-1251.5332	61.29381	12834.823067903519
167	11137.916	641.51843	11714.363	9424.3125	11461.547	256.9367	11871.432	11097.533	1000.0	1000.0	1669999	1251.8132	193.50745	1384.2325	-232.47658	-1253.1855	63.776962	12920.574505090714
168	10669.523	1278.7228	11771.643	7253.624	11862.327	85.55107	12062.118	11746.472	1000.0	1000.0	1679999	1254.399	185.647	1383.9653	-267.49854	-1255.7722	65.46939	13006.709891080856
169	10047.619	2882.5483	11538.794	1485.8394	11381.627	1469.5175	12130.643	7002.074	1000.0	1000.0	1689999	1254.6057	183.79774	1389.2997	-249.08788	-1255.9846	64.84299	13093.092174053192
170	10669.758	1660.9233	11522.651	5720.966	11338.835	1964.6902	12382.054	5489.5063	1000.0	1000.0	1699999	1255.846	184.34532	1384.2426	-263.35922	-1257.2542	69.070885	13178.56820178032
171	11241.143	185.765	11613.347	11017.023	11876.362	705.79535	12270.401	9800.311	1000.0	1000.0	1709999	1257.4912	182.4179	1385.0814	-447.8211	-1258.881	63.96689	13263.980121850967
172	10425.102	3141.7603	11760.739	1023.9233	12030.412	251.35754	12492.985	11651.76	1000.0	1000.0	1719999	1258.8223	178.5034	1392.1425	-30.695019	-1260.195	57.79014	13348.839053153992
173	10660.03	1737.3082	11604.753	5478.249	11061.457	3184.222	12405.368	1518.2777	1000.0	1000.0	1729999	1257.5912	182.55037	1383.485	-24.133785	-1258.883	63.353992	13436.079461097717
174	11296.229	201.37315	11587.117	11007.71	11969.921	227.73482	12219.299	11419.434	1000.0	1000.0	1739999	1256.4496	187.96436	1385.6362	-45.817726	-1257.774	63.155827	13522.599513053894
175	10795.384	1763.7793	11850.018	5546.965	12183.242	123.627144	12414.54	11992.948	1000.0	1000.0	1749999	1256.543	191.93611	1384.5287	-139.14116	-1257.8489	61.328	13606.02324795723
176	10639.836	1242.812	11622.559	7513.9487	10907.047	2117.1663	12113.546	5361.8584	1000.0	1000.0	1759999	1256.2083	198.25064	1386.9353	-222.85439	-1257.53	66.01854	13692.064140081406
177	10008.461	2987.6357	11757.667	1360.3063	11932.581	162.7744	12148.371	11534.335	1000.0	1000.0	1769999	1257.2766	198.6127	1387.1259	-134.9145	-1258.597	70.358086	13777.834569692612
178	11246.26	379.38364	11542.549	10149.44	10167.76	3020.8394	12201.65	4084.3162	1000.0	1000.0	1779999	1257.7372	200.03368	1392.2689	-66.41995	-1259.0804	66.91543	13864.438925504684
179	10730.33	1289.4282	11591.668	6957.4565	11905.992	154.13612	12174.91	11661.208	1000.0	1000.0	1789999	1258.528	199.38692	1389.5221	-82.36961	-1259.8507	66.50863	13951.801714420319
180	10032.342	2935.5098	11508.066	1354.7764	11140.612	1635.6221	12106.472	6346.5957	1000.0	1000.0	1799999	1259.3433	195.2526	1393.1124	1.7273455	-1260.7065	65.91536	14039.017141819
181	11231.124	531.4565	11718.916	9785.295	11636.617	111.901505	11779.68	11423.114	1000.0	1000.0	1809999	1259.6963	192.15285	1386.8804	12.224821	-1261.0198	62.80345	14123.792905569077
182	10574.01	2273.8835	11685.962	3809.7444	11727.1875	455.80426	12062.77	10512.568	1000.0	1000.0	1819999	1259.2195	194.06938	1386.9404	-2.805314	-1260.5393	62.315044	14211.887063264847
183	10469.484	2508.7031	11669.472	2986.98	9585.595	3724.6133	11924.912	1575.9321	1000.0	1000.0	1829999	1257.7081	199.67256	1387.5726	-24.213942	-1258.9884	66.66261	14335.668412446976
184	10787.506	1779.8701	11703.521	5482.419	11565.3955	1683.2032	12442.6455	6540.384	1000.0	1000.0	1839999	1256.0898	205.55571	1390.2098	-89.68803	-1257.3511	68.06264	14421.045966148376
185	11134.936	760.97644	12054.964	9102.83	11302.506	1451.8835	11988.285	6962.9565	1000.0	1000.0	1849999	1256.3978	209.68257	1443.4152	-124.381805	-1257.6542	65.34622	14508.050485134125
186	9869.756	2713.3557	11818.329	3518.7925	11567.853	1333.0221	12404.797	8669.942	1000.0	1000.0	1859999	1256.1145	215.22118	1535.8258	-192.3148	-1257.3975	68.942696	14593.454226732254
187	11258.266	387.67694	11928.486	10684.74	10015.95	2681.347	11775.749	4221.6543	1000.0	1000.0	1869999	1257.2849	218.0754	1393.387	-405.77377	-1258.6105	71.30776	14678.187987565994
188	11063.221	597.26263	11770.875	10104.8	12072.978	251.82239	12425.193	11499.526	1000.0	1000.0	1879999	1258.7285	219.29448	1398.2996	-1069.5652	-1260.0394	80.86354	14764.402177095413
189	11145.522	530.4428	11659.351	9615.453	9599.999	3319.943	11752.665	576.58984	1000.0	1000.0	1889999	1260.2195	216.47179	1401.817	-289.52402	-1261.5306	73.99013	14848.232031822205
190	11312.33	488.9376	12006.001	10120.376	11630.949	158.60335	11851.673	11398.935	1000.0	1000.0	1899999	1260.9136	215.07047	1397.165	-351.18195	-1262.2379	69.518776	14933.447735786438
191	11470.875	294.44943	11939.452	10954.713	9477.725	2976.5696	11715.66	1970.7653	1000.0	1000.0	1909999	1260.013	217.7309	1394.5043	-340.17426	-1261.2898	71.00419	15019.255233049393
192	11080.677	753.8882	11903.909	9175.085	11793.176	910.86896	12344.789	9119.331	1000.0	1000.0	1919999	1261.9573	216.19519	1406.9956	-240.44522	-1263.2834	72.3112	15105.316835165024
193	11494.183	342.05505	11933.944	10694.423	11910.737	238.41853	12339.876	11336.324	1000.0	1000.0	1929999	1264.5065	213.84726	1404.8074	-279.2328	-1265.8298	73.699036	15188.284948348999
194	11477.045	175.77531	11702.221	11039.832	11902.548	955.619	12512.198	9133.887	1000.0	1000.0	1939999	1265.4529	210.01862	1401.209	-175.49887	-1266.7603	65.44052	15275.411518335342
195	10636.873	2090.309	12046.694	4752.3096	11459.469	3356.734	12885.83	1412.4008	1000.0	1000.0	1949999	1265.9985	211.51842	1402.2206	-562.3333	-1267.3286	62.854908	15361.03467965126
196	11315.208	424.6958	11903.913	10764.493	10306.314	2934.5964	11930.348	2051.7375	1000.0	1000.0	1959999	1268.8976	208.95381	1408.8309	-375.40353	-1270.2672	66.07975	15448.498445510864
197	11166.314	946.6336	11788.315	8389.519	11821.972	1258.48	12452.791	8090.1113	1000.0	1000.0	1969999	1271.438	206.96365	1409.7402	-191.3999	-1272.8224	68.41975	15536.221039295197
198	9269.311	3345.8643	11663.06	2693.298	11242.774	1473.9215	12183.528	7018.675	1000.0	1000.0	1979999	1271.9034	206.82477	1411.519	-327.2641	-1273.2565	68.928535	15624.537719964981
199	9428.85	3762.6604	12044.938	987.8146	10403.303	2131.754	12073.307	5456.966	1000.0	1000.0	1989999	1270.0873	214.78157	1415.1942	-295.03305	-1271.441	68.41837	15712.04609966278
200	11239.779	589.8832	11819.719	9789.018	10107.365	2075.535	11464.481	5080.195	1000.0	1000.0	1999999	1272.3251	216.43484	1412.9047	-636.53503	-1273.7319	75.40717	15799.185420751572
201	10529.336	1794.5559	11844.604	5874.5273	11990.974	295.1428	12316.795	11467.723	1000.0	1000.0	2009999	1274.1224	215.21925	1418.4391	-404.19894	-1275.4875	76.350784	15886.462054729462
202	11282.697	654.2088	12037.353	9978.042	10994.95	2910.8677	12595.796	2488.7344	1000.0	1000.0	2019999	1273.2719	220.7855	1420.0299	-365.2607	-1274.6259	76.11505	15975.872963905334
203	11091.378	1246.871	11757.346	7448.3354	12123.795	432.50037	12549.686	10988.008	1000.0	1000.0	2029999	1273.4165	220.68831	1425.4366	-170.3422	-1274.7612	78.7864	16058.060564279556
204	10828.331	1651.5995	11789.05	6259.949	11424.797	2206.1135	12473.902	4833.0034	1000.0	1000.0	2039999	1273.4015	220.60922	1423.7473	-511.6414	-1274.7819	82.90284	16140.98114323616
205	9335.053	3392.806	11786.955	1994.5321	11890.708	761.1631	12622.169	9868.729	1000.0	1000.0	2049999	1272.6367	224.19084	1423.3258	-472.22125	-1274.0092	80.53797	16226.67100071907
206	10699.801	2366.646	11697.129	3625.583	8718.226	3782.9973	11917.588	1810.9277	1000.0	1000.0	2059999	1272.7562	228.80652	1424.2577	-527.0336	-1274.1349	82.07899	16311.984491586685
207	10161.205	2721.9385	11798.99	2168.9287	11901.404	621.5466	12413.407	10301.952	1000.0	1000.0	2069999	1273.2303	234.12253	1424.1224	-496.4297	-1274.5898	85.776436	16399.98653435707
208	9837.015	3212.689	11844.209	3186.0615	12365.156	141.33778	12510.262	12039.981	1000.0	1000.0	2079999	1272.6423	238.65523	1429.8602	-319.43466	-1273.9576	82.257095	16482.518508911133
209	11598.693	278.5939	11898.232	10916.8	11952.682	255.4578	12341.674	11508.593	1000.0	1000.0	2089999	1269.0356	242.25793	1421.944	-481.68182	-1270.3608	83.88131	16571.205743551254
210	10097.797	3511.3748	11774.533	-345.66367	12270.537	231.24617	12598.128	11852.15	1000.0	1000.0	2099999	1267.6414	244.41615	1422.0985	-606.3729	-1268.9536	82.18129	16660.7415933609
211	10487.122	2478.6675	11744.84	3225.864	12000.8125	248.89316	12338.226	11498.438	1000.0	1000.0	2109999	1265.9105	249.25233	1418.079	-800.2886	-1267.2422	85.08105	16743.412535190582
212	11609.691	237.35052	11904.518	11108.967	11781.034	1647.8513	12659.349	6871.7563	1000.0	1000.0	2119999	1266.4701	248.00835	1424.7866	-597.6991	-1267.814	90.5472	16818.938380002975
213	10901.792	1689.7787	12060.974	5950.0107	11166.719	2830.1594	12568.8125	2710.4998	1000.0	1000.0	2129999	1267.5702	244.96802	1425.9155	-413.03177	-1268.9236	85.672386	16899.664880275726
214	11140.26	1375.1608	11852.873	7034.6274	8453.607	3930.4404	12161.332	968.84314	1000.0	1000.0	2139999	1271.1948	239.61409	1421.9946	-330.12866	-1272.5962	88.460724	16980.419968128204
215	11435.066	233.78908	11799.712	11090.128	11854.918	346.1217	12256.289	11030.699	1000.0	1000.0	2149999	1270.4575	238.74228	1429.6478	-509.84653	-1271.7814	84.558365	17058.42905139923
216	11130.379	1011.51965	11959.626	8260.833	11414.896	1132.4409	12511.077	8281.298	1000.0	1000.0	2159999	1270.1432	237.90338	1425.6694	-271.12573	-1271.501	87.470924	17137.90984606743
217	10413.783	2523.1824	11760.954	3040.012	12178.641	261.9145	12605.36	11594.516	1000.0	1000.0	2169999	1271.8467	234.93552	1425.8564	-169.86612	-1273.2217	83.43782	17220.44272494316
218	11554.307	454.05655	12101.375	10636.079	11837.581	276.63953	12232.76	11269.597	1000.0	1000.0	2179999	1271.4556	239.37236	1423.531	-537.0148	-1272.8108	83.63939	17299.20961165428
219	11158.797	614.46906	11722.304	9925.751	12219.067	284.7579	12652.905	11754.834	1000.0	1000.0	2189999	1270.1108	239.893	1423.6492	-390.23215	-1271.4136	78.119736	17379.780062913895
220	11264.148	898.8683	12073.827	9256.223	12000.933	314.74808	12527.038	11548.449	1000.0	1000.0	2199999	1269.1375	239.79	1419.5034	-225.25443	-1270.3916	84.28634	17458.914828777313
221	11378.039	336.1897	11812.126	10850.504	10603.458	2512.5142	12358.841	3985.4617	1000.0	1000.0	2209999	1270.0547	232.96043	1422.3978	-213.24585	-1271.43	81.91469	17537.577303409576
222	10672.474	2625.893	11821.743	2922.556	11537.846	3029.1973	12798.502	2482.0286	1000.0	1000.0	2219999	1273.0394	225.98695	1422.0596	-76.509445	-1274.403	77.72274	17616.1660091877
223	11305.627	518.6049	11978.405	10402.9	12168.846	116.68536	12397.377	12021.706	1000.0	1000.0	2229999	1275.4865	225.2513	1425.8947	-264.0944	-1276.8906	81.215866	17695.64676308632
224	11603.644	428.11554	12179.519	10474.272	12002.195	382.8299	12456.092	11204.629	1000.0	1000.0	2239999	1276.8997	224.34172	1427.9484	-293.71405	-1278.269	84.539375	17775.2222969532
225	11270.241	446.6975	11931.274	10604.02	12143.906	281.83307	12559.543	11706.716	1000.0	1000.0	2249999	1277.6943	224.86531	1426.0933	-82.49132	-1279.0822	84.815765	17854.53999900818
226	10746.674	817.6205	11831.96	9029.621	10465.12	2961.9614	12399.707	2600.274	1000.0	1000.0	2259999	1279.6515	221.82356	1428.5586	-391.0827	-1281.0364	92.319534	17937.095097064972
227	10829.427	1582.452	11824.706	6387.662	12219.382	193.2827	12537.409	11958.92	1000.0	1000.0	2269999	1279.3185	223.21634	1428.8662	-453.19058	-1280.7032	104.745804	18024.104967832565
228	11366.299	462.96075	12136.038	10702.69	10807.618	2282.8384	12200.933	4012.8347	1000.0	1000.0	2279999	1278.9686	226.03777	1422.9862	-472.1731	-1280.3036	97.12263	18101.134182691574
229	10733.891	1151.0703	12042.098	8432.369	11053.341	2174.4258	11997.435	4545.758	1000.0	1000.0	2289999	1274.9713	238.54771	1426.6038	-1030.6078	-1276.251	87.61689	18183.72820663452
230	9762.297	2464.2637	11856.095	3743.4465	9861.876	3390.9104	11967.132	2628.263	1000.0	1000.0	2299999	1273.9508	239.2393	1424.6821	-861.23846	-1275.2999	94.89111	18269.662300109863
231	9165.243	4152.628	12008.133	769.99457	12124.783	265.04028	12560.275	11661.703	1000.0	1000.0	2309999	1272.2153	243.08022	1484.2086	-1259.2104	-1273.5651	96.42189	18354.833691596985
232	11096.691	898.75665	11782.707	8970.135	11476.339	1247.7076	12350.06	7914.0864	1000.0	1000.0	2319999	1270.3468	252.64436	1426.0894	-1712.291	-1271.609	100.77876	18439.034668922424
233	11431.904	214.36292	11856.324	11074.867	11578.154	342.92728	12075.838	11063.027	1000.0	1000.0	2329999	1270.632	252.41205	1428.2616	-1513.7982	-1271.961	106.31079	18518.11956834793
234	10213.859	2987.2285	11735.957	1330.4554	10889.743	1595.9977	12057.297	6548.6416	1000.0	1000.0	2339999	1272.1439	244.11649	1423.3804	-773.3045	-1273.4901	101.02961	18600.260518550873
235	10440.658	1779.3424	11805.564	5738.3184	10792.727	2979.1775	12194.132	1905.1367	1000.0	1000.0	2349999	1271.9161	246.34425	1432.1296	-860.88696	-1273.2338	101.35356	18683.307688951492
236	10729.639	1079.2146	11755.552	8046.1006	11655.57	1000.64935	12301.497	8910.402	1000.0	1000.0	2359999	1272.6671	248.88728	1427.6656	-957.49194	-1274.0028	113.87889	18767.092655420303
237	8533.376	3899.7656	11776.649	1858.9958	10951.848	3303.9016	12429.864	1057.0468	1000.0	1000.0	2369999	1270.3583	254.92943	1438.9229	-1072.0214	-1271.696	110.83983	18853.06767296791
238	9779.416	3675.478	11740.573	-261.75027	12276.454	205.82945	12711.082	11968.854	1000.0	1000.0	2379999	1268.8475	254.89484	1423.9731	-474.68567	-1270.1637	105.71973	18935.19374847412
239	11270.735	260.1598	11682.207	10895.313	11831.238	251.76636	12102.985	11331.846	1000.0	1000.0	2389999	1268.2207	254.28305	1428.9148	-442.28036	-1269.6	111.53781	19008.6471824646
240	11504.667	356.82455	12028.163	10754.496	11938.732	240.6452	12365.87	11603.027	1000.0	1000.0	2399999	1268.159	254.5365	1427.8082	-521.4273	-1269.5013	104.723915	19081.098314523697
241	11398.209	281.904	11834.163	11015.711	10752.124	2952.89	12465.604	3781.5244	1000.0	1000.0	2409999	1268.0378	254.01424	1429.9541	-736.9111	-1269.3798	104.88536	19153.526472091675
242	11366.355	400.7426	11919.784	10483.253	10867.041	2286.0168	12148.505	4037.5508	1000.0	1000.0	2419999	1268.3866	254.17595	1428.0564	-1278.6543	-1269.716	110.708	19225.86685872078
243	10763.932	1240.5953	11959.947	8460.575	12413.904	250.71745	12902.102	12045.576	1000.0	1000.0	2429999	1269.2703	254.95607	1429.7742	-1157.9965	-1270.5605	104.56915	19298.3075902462
244	10699.078	2417.3506	12054.934	3489.7014	12112.0	217.38748	12533.9375	11836.072	1000.0	1000.0	2439999	1267.5599	260.61624	1426.7219	-1095.9117	-1268.8759	107.16999	19370.80227279663
245	11213.758	344.88885	11679.295	10603.438	10647.323	2823.6152	12208.499	3079.4565	1000.0	1000.0	2449999	1267.7578	261.14218	1428.8795	-1016.834	-1269.1138	106.83519	19443.18545126915
246	9830.576	2880.5974	11926.708	1947.7545	11454.607	1148.5238	12175.7295	8061.188	1000.0	1000.0	2459999	1266.7415	260.56888	1423.3336	-595.3805	-1268.1168	109.84704	19515.621980905533
247	10944.605	1291.1538	12039.344	7187.677	11584.537	846.0833	12243.363	9290.83	1000.0	1000.0	2469999	1267.9878	251.71074	1427.6556	-521.79047	-1269.3062	105.40903	19588.019511461258
248	10286.415	3595.7297	11878.967	-460.02917	10408.065	3282.4053	12295.252	2454.0645	1000.0	1000.0	2479999	1266.3398	257.20367	1427.783	-544.0109	-1267.6274	121.094574	19660.44934129715
249	10583.643	2252.236	11783.266	3902.9082	11662.877	1189.0966	12529.433	9138.758	1000.0	1000.0	2489999	1267.3501	258.7297	1425.6089	-948.13367	-1268.6648	123.197685	19732.908315181732
250	11133.633	552.9135	11739.356	9608.01	11147.009	524.9918	11801.697	9931.674	1000.0	1000.0	2499999	1268.6537	261.5278	1425.3754	-1857.9308	-1270.0563	125.587	19805.231443166733
251	11288.216	411.73135	11887.2295	10468.974	11604.311	2173.2932	12576.832	5093.874	1000.0	1000.0	2509999	1269.5859	256.70148	1427.215	-1510.448	-1270.9553	112.6068	19877.68444752693
252	10813.994	1251.7161	11721.267	8164.2495	12237.576	208.22723	12513.731	11915.26	1000.0	1000.0	2519999	1270.75	252.75903	1427.7738	-964.49255	-1272.0872	107.88559	19950.10401558876
253	11372.443	356.75116	11932.815	10759.051	11861.393	146.22905	12162.086	11699.813	1000.0	1000.0	2529999	1268.9987	256.46643	1426.2201	-981.41394	-1270.3162	107.3273	20022.48126268387
254	11393.504	280.5424	11723.001	10894.246	10544.053	2060.206	12103.406	4690.354	1000.0	1000.0	2539999	1269.6205	255.53452	1430.5557	-2013.7324	-1270.9469	117.59574	20094.846751451492
255	11138.373	487.1839	11754.047	9937.483	10617.5	2701.818	12306.073	3589.2002	1000.0	1000.0	2549999	1269.7035	255.87576	1426.6235	-1894.7184	-1270.974	114.3551	20167.219670295715
256	10194.62	2393.8875	11749.129	3361.6406	11750.309	276.69498	12241.653	11350.495	1000.0	1000.0	2559999	1270.6809	259.8713	1430.1471	-1136.8156	-1272.1165	114.56397	20239.61384701729
257	11459.239	332.1439	11994.838	11064.579	12151.162	181.88722	12420.543	11781.159	1000.0	1000.0	2569999	1270.8177	255.50307	1428.1877	-757.0283	-1272.1124	113.26245	20312.058983564377
258	10762.58	2057.7837	11792.982	4628.9556	11295.213	1705.5735	12221.682	6238.0664	1000.0	1000.0	2579999	1267.329	270.48724	1427.3516	-1550.8191	-1268.568	113.74601	20384.352467536926
259	9307.432	3501.8667	11924.893	2801.752	11917.515	303.3139	12261.847	11334.071	1000.0	1000.0	2589999	1264.1667	291.25998	1431.1031	-2563.6252	-1265.4614	122.62875	20456.748624801636
260	11040.803	357.61813	11633.766	10518.639	11631.2295	501.88058	12145.983	10235.383	1000.0	1000.0	2599999	1267.8715	279.7534	1431.7559	-3394.2932	-1269.2339	131.45735	20529.18780708313
261	10660.744	1547.9927	11658.479	6760.09	12197.755	271.31708	12515.257	11717.746	1000.0	1000.0	2609999	1271.2926	267.84277	1437.6648	-2587.6423	-1272.6699	128.11763	20601.60481095314
262	11094.325	627.1251	11725.813	9438.94	8061.931	3789.9316	11670.457	1726.1647	1000.0	1000.0	2619999	1273.9191	252.53394	1434.284	-2978.1084	-1275.2922	123.75928	20674.078273534775
263	10891.166	835.1145	11816.923	8831.466	12084.032	171.62492	12358.133	11850.214	1000.0	1000.0	2629999	1271.9161	249.0278	1430.8607	-1545.6818	-1273.2504	119.402275	20746.409402370453
264	11231.936	526.5905	11834.176	9847.932	10701.5625	2997.6292	12271.49	2266.4592	1000.0	1000.0	2639999	1272.8774	249.852	1431.661	-347.98932	-1274.2535	115.981064	20818.89998269081
265	11248.235	416.4698	12076.13	10583.668	10102.649	1792.731	11570.366	5964.592	1000.0	1000.0	2649999	1272.6737	248.93108	1435.559	-508.24478	-1274.0046	100.69471	20891.32372736931
266	11229.316	597.73987	11966.94	10020.751	11626.568	407.37704	12117.594	10871.77	1000.0	1000.0	2659999	1271.6577	252.22173	1431.8967	-411.0205	-1272.9528	103.284706	20963.730755090714
267	11259.549	579.89764	11821.519	9812.538	9772.825	4124.2266	12283.691	-345.0694	1000.0	1000.0	2669999	1270.5496	254.79375	1431.2719	-476.90784	-1271.892	104.57375	21036.062688350677
